Time,Accelerometer UpLeg(x),Accelerometer UpLeg(y),Accelerometer UpLeg(z),Gyroscope UpLeg(x),Gyroscope UpLeg(y),Gyroscope UpLeg(z),Accelerometer Leg(x),Accelerometer Leg(y),Accelerometer Leg(z),Gyroscope Leg(x),Gyroscope Leg(y),Gyroscope Leg(z),Goniometry UpLeg Angle,Goniometry Leg Angle
650.4572,-0.1767578,0.8632813,-0.06054688,-0.4375,1.875,-0.5,-0.08203125,0.8232422,-0.06933594,0.03125,0.53125,-0.4375,187.6969,180.3026
650.4905,0.04492188,0.7314453,-0.01074219,2.25,0.15625,0.09375,-0.08203125,0.8232422,-0.06933594,0.03125,0.53125,-0.4375,187.392,180.3026
650.5239,0.04492188,0.7314453,-0.01074219,2.25,0.15625,0.09375,-0.1074219,0.7177734,-0.08691406,-0.0625,0.34375,-0.5,187.392,180.255
650.5566,0.04492188,0.7314453,-0.01074219,2.25,0.15625,0.09375,-0.1074219,0.7177734,-0.08691406,-0.0625,0.34375,-0.5,187.2652,180.255
650.5904,-0.1367188,0.8945313,-0.006835938,1.4375,-0.8125,0.09375,-0.1074219,0.7177734,-0.08691406,-0.0625,0.34375,-0.5,187.2652,180.255
650.624,-0.1367188,0.8945313,-0.006835938,1.4375,-0.8125,0.09375,0.02148438,0.8066406,-0.1328125,0.71875,0.03125,-0.3125,187.2652,180.255
650.6568,-0.1367188,0.8945313,-0.006835938,1.4375,-0.8125,0.09375,0.02148438,0.8066406,-0.1328125,0.71875,0.03125,-0.3125,186.9788,180.0165
650.6907,0.1396484,0.6933594,0.02246094,1.21875,0.40625,-0.5,-0.1269531,0.8408203,-0.1191406,-1.125,-0.75,-0.25,186.9788,179.6354
650.7244,0.1396484,0.6933594,0.02246094,1.21875,0.40625,-0.5,-0.1269531,0.8408203,-0.1191406,-1.125,-0.75,-0.25,186.9788,179.6354
650.7581,0.00390625,0.7158203,0.07226563,1.75,1.5,-0.875,-0.1269531,0.8408203,-0.1191406,-1.125,-0.75,-0.25,186.6753,179.6354
650.7916,0.00390625,0.7158203,0.07226563,1.75,1.5,-0.875,-0.08203125,0.8642578,-0.1738281,0.96875,0.71875,-0.4375,186.6753,179.5959
650.8436,0.00390625,0.7158203,0.07226563,1.75,1.5,-0.875,-0.08203125,0.8642578,-0.1738281,0.96875,0.71875,-0.4375,186.2714,179.5959
