Time,Accelerometer UpLeg(x),Accelerometer UpLeg(y),Accelerometer UpLeg(z),Gyroscope UpLeg(x),Gyroscope UpLeg(y),Gyroscope UpLeg(z),Accelerometer Leg(x),Accelerometer Leg(y),Accelerometer Leg(z),Gyroscope Leg(x),Gyroscope Leg(y),Gyroscope Leg(z),Goniometry UpLeg Angle,Goniometry Leg Angle
167.2135,-0.009765625,1.027344,-0.02148438,0,-5.3125,2.375,0.1162109,1.001953,-0.1845703,0,-2.625,-1.34375,185.4187,172.2711
167.2449,-0.009765625,1.027344,-0.02148438,0,-5.3125,2.375,0.2050781,1.017578,-0.203125,-1.34375,-0.5,-2.09375,185.4187,172.0018
167.2768,-0.07714844,1.163086,-0.07519531,6.40625,2.96875,1.28125,0.2050781,1.017578,-0.203125,-1.34375,-0.5,-2.09375,185.4187,172.0018
167.3099,-0.07714844,1.163086,-0.07519531,6.40625,2.96875,1.28125,0.2050781,1.017578,-0.203125,-1.34375,-0.5,-2.09375,185.4187,172.0018
167.3456,0.01953125,0.8769531,-0.2998047,12.1875,12.75,3.71875,0.1269531,1.022461,-0.1337891,-3.4375,0,-2.6875,187.754,173.2734
167.3769,0.01953125,0.8769531,-0.2998047,12.1875,12.75,3.71875,0.1269531,1.022461,-0.1337891,-3.4375,0,-2.6875,187.754,173.2734
167.4109,0.01953125,0.8769531,-0.2998047,12.1875,12.75,3.71875,0.1738281,1.02832,-0.05078125,-2.59375,0.96875,-3.75,187.754,173.2734
167.4471,0.01953125,0.8769531,-0.2998047,12.1875,12.75,3.71875,0.1738281,1.02832,-0.05078125,-2.59375,0.96875,-3.75,187.754,173.4189
167.4782,0.01953125,0.8769531,-0.2998047,12.1875,12.75,3.71875,0.1875,1.079102,-0.1669922,1.3125,3.15625,-4.15625,187.754,173.4189
167.5113,0.01953125,0.8769531,-0.2998047,12.1875,12.75,3.71875,0.1875,1.079102,-0.1669922,1.3125,3.15625,-4.15625,190.529,173.5964
167.5483,0.0625,1.05957,-0.1054688,-0.0625,-3.1875,-0.3125,0.1162109,1.00293,-0.1044922,1.5625,2.84375,-2.59375,190.529,176.6331
167.5783,0.0625,1.05957,-0.1054688,-0.0625,-3.1875,-0.3125,0.1162109,1.00293,-0.1044922,1.5625,2.84375,-2.59375,190.529,176.6331
167.6115,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.1162109,1.00293,-0.1044922,1.5625,2.84375,-2.59375,190.529,176.6331
167.6481,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.1679688,0.9599609,-0.1171875,4.875,3.59375,-1.90625,190.0779,176.5317
167.6784,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.2236328,1.066406,-0.1425781,-0.75,-0.1875,-1.53125,190.0779,176.5317
